location_id,location_name,latitude,longitude,timestamp_utc,parameter,value,unit,source
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T00:00,PM2.5,29.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T00:00,NO2,40.6,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T00:00,SO2,5.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T01:00,PM2.5,26.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T01:00,NO2,37.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T01:00,SO2,5.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T02:00,PM2.5,24.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T02:00,NO2,32.9,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T02:00,SO2,4.9,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T03:00,PM2.5,22.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T03:00,NO2,28.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T03:00,SO2,4.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T04:00,PM2.5,21.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T04:00,NO2,24.9,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T04:00,SO2,4.2,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T05:00,PM2.5,17.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T05:00,NO2,21.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T05:00,SO2,3.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T06:00,PM2.5,17.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T06:00,NO2,19.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T06:00,SO2,3.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T07:00,PM2.5,18.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T07:00,NO2,18.9,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T07:00,SO2,3.2,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T08:00,PM2.5,19.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T08:00,NO2,19.9,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T08:00,SO2,3.2,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T09:00,PM2.5,20.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T09:00,NO2,22.9,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T09:00,SO2,3.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T10:00,PM2.5,21.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T10:00,NO2,29.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T10:00,SO2,4.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T11:00,PM2.5,25.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T11:00,NO2,37.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T11:00,SO2,4.6,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T12:00,PM2.5,43.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T12:00,NO2,48.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T12:00,SO2,7.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T13:00,PM2.5,48.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T13:00,NO2,48.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T13:00,SO2,8.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T14:00,PM2.5,53.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T14:00,NO2,48.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T14:00,SO2,9.6,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T15:00,PM2.5,56.6,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T15:00,NO2,48.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T15:00,SO2,10.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T16:00,PM2.5,58.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T16:00,NO2,47.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T16:00,SO2,10.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T17:00,PM2.5,59.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T17:00,NO2,47.2,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T17:00,SO2,10.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T18:00,PM2.5,56.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T18:00,NO2,46.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T18:00,SO2,9.4,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T19:00,PM2.5,47.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T19:00,NO2,43.7,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T19:00,SO2,8.3,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T20:00,PM2.5,41.1,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T20:00,NO2,40.6,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T20:00,SO2,7.0,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T21:00,PM2.5,36.6,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T21:00,NO2,38.5,ug/m3,open-meteo-cams
0895affe-1800-45f6-95f4-03a7bf1f1746,"32Bungalows, Bhilai",21.194815,81.31477,2025-09-15T21:00,SO2,6.0,ug/m3,open-meteo-cams
