location_id,location_name,latitude,longitude,timestamp_utc,parameter,value,unit,source
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T00:00,PM2.5,44.5,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T00:00,NO2,38.0,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T00:00,SO2,12.4,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T01:00,PM2.5,46.6,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T01:00,NO2,34.3,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T01:00,SO2,13.3,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T02:00,PM2.5,52.4,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T02:00,NO2,29.1,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T02:00,SO2,14.5,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T03:00,PM2.5,45.4,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T03:00,NO2,24.2,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T03:00,SO2,15.6,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T04:00,PM2.5,36.0,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T04:00,NO2,20.0,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T04:00,SO2,16.8,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T05:00,PM2.5,29.3,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T05:00,NO2,16.0,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T05:00,SO2,18.0,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T06:00,PM2.5,20.1,ug/m3,open-meteo-cams
7871c313-c3b2-4507-b8d2-f2ed17a76245,Central Station,21.2514,81.6296,2026-02-08T06:00,NO2,12.8,ug/m3,open-meteo-cams
